2025-06-01 01:17:12,925 - __main__ - INFO - No image selected
2025-06-01 01:17:20,811 - __main__ - INFO - No image selected
2025-06-01 01:17:20,811 - __main__ - INFO - No image selected
2025-06-01 01:17:22,605 - __main__ - INFO - No image selected
2025-06-01 01:17:22,605 - __main__ - INFO - No image selected
2025-06-01 01:17:22,605 - __main__ - INFO - No image selected
2025-06-01 01:17:25,152 - __main__ - INFO - No image selected
2025-06-01 01:17:25,152 - __main__ - INFO - No image selected
2025-06-01 01:17:25,152 - __main__ - INFO - No image selected
2025-06-01 01:17:25,152 - __main__ - INFO - No image selected
2025-06-01 01:17:25,554 - __main__ - INFO - No image selected
2025-06-01 01:17:25,554 - __main__ - INFO - No image selected
2025-06-01 01:17:25,554 - __main__ - INFO - No image selected
2025-06-01 01:17:25,554 - __main__ - INFO - No image selected
2025-06-01 01:17:25,554 - __main__ - INFO - No image selected
2025-06-01 01:17:29,990 - __main__ - INFO - No image selected
2025-06-01 01:17:29,990 - __main__ - INFO - No image selected
2025-06-01 01:17:29,990 - __main__ - INFO - No image selected
2025-06-01 01:17:29,990 - __main__ - INFO - No image selected
2025-06-01 01:17:29,990 - __main__ - INFO - No image selected
2025-06-01 01:17:29,990 - __main__ - INFO - No image selected
2025-06-01 01:17:49,129 - __main__ - INFO - Image processed successfully
2025-06-01 01:17:49,129 - __main__ - INFO - Image processed successfully
2025-06-01 01:17:49,129 - __main__ - INFO - Image processed successfully
2025-06-01 01:17:49,129 - __main__ - INFO - Image processed successfully
2025-06-01 01:17:49,129 - __main__ - INFO - Image processed successfully
2025-06-01 01:17:49,129 - __main__ - INFO - Image processed successfully
2025-06-01 01:17:49,129 - __main__ - INFO - Image processed successfully
2025-06-01 01:17:55,837 - __main__ - INFO - Gemini API response received
2025-06-01 01:17:55,837 - __main__ - INFO - Gemini API response received
2025-06-01 01:17:55,837 - __main__ - INFO - Gemini API response received
2025-06-01 01:17:55,837 - __main__ - INFO - Gemini API response received
2025-06-01 01:17:55,837 - __main__ - INFO - Gemini API response received
2025-06-01 01:17:55,837 - __main__ - INFO - Gemini API response received
2025-06-01 01:17:55,837 - __main__ - INFO - Gemini API response received
